ID_Transakcji,Data,Kategoria,Produkt,Cena_Jednostkowa,Liczba_Sztuk,Wartosc_Zamowienia,Koszt_Dostawy,Calkowita_Wartosc,Region
T20240416-000,2024-04-16,Odzież,Sukienka letnia Sunshine,160.2,2,320.4,12.0,332.4,Wschodni
T20241004-001,2024-10-04,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Wschodni
T20240321-002,2024-03-21,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,4,720.4,12.0,732.4,Wschodni
T20240715-000,2024-07-15,Elektronika,Laptop ProBook Air,4036.5,2,8073.0,40.0,8113.0,Centralny
T20240921-002,2024-09-21,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Zachodni
T20240415-000,2024-04-15,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Południowy
T20241225-000,2024-12-25,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Zachodni
T20240404-000,2024-04-04,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Centralny
T20240815-000,2024-08-15,Zabawki,Puzzle 1000el. WorldMap,72.3,4,289.2,12.0,301.2,Centralny
T20241114-000,2024-11-14,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Wschodni
T20240709-000,2024-07-09,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Wschodni
T20240608-002,2024-06-08,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Zachodni
T20240524-001,2024-05-24,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Wschodni
T20241015-000,2024-10-15,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Południowy
T20240618-000,2024-06-18,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Centralny
T20240716-000,2024-07-16,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Północny
T20241203-000,2024-12-03,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Centralny
T20240413-001,2024-04-13,Zabawki,Puzzle 1000el. WorldMap,72.3,2,144.6,12.0,156.6,Wschodni
T20240711-001,2024-07-11,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Południowy
T20240702-001,2024-07-02,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Wschodni
T20241005-001,2024-10-05,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Południowy
T20241023-000,2024-10-23,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Północny
T20240511-001,2024-05-11,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Zachodni
T20240516-001,2024-05-16,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Zachodni
T20240126-000,2024-01-26,Artykuły sportowe,Hantle 5kg zestaw,146.0,3,438.0,20.0,458.0,Zachodni
T20240427-001,2024-04-27,Odzież,Sukienka letnia Sunshine,160.2,4,640.8,12.0,652.8,Centralny
T20240211-001,2024-02-11,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Centralny
T20240305-001,2024-03-05,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Zachodni
T20241123-001,2024-11-23,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Wschodni
T20241129-000,2024-11-29,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Wschodni
T20241124-002,2024-11-24,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20241223-000,2024-12-23,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240221-000,2024-02-21,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,4,4545.6,40.0,4585.6,Południowy
T20240507-001,2024-05-07,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Południowy
T20241124-003,2024-11-24,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Centralny
T20240530-001,2024-05-30,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Centralny
T20240604-001,2024-06-04,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Wschodni
T20240124-001,2024-01-24,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Centralny
T20240609-001,2024-06-09,Książki,Książka kucharska 'Smaki Azji',70.92,4,283.68,8.0,291.68,Południowy
T20240208-000,2024-02-08,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Północny
T20241217-000,2024-12-17,Artykuły sportowe,Kijki trekkingowe Hike,130.8,2,261.6,12.0,273.6,Centralny
T20241027-000,2024-10-27,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Centralny
T20240313-000,2024-03-13,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Południowy
T20240412-000,2024-04-12,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Północny
T20240929-000,2024-09-29,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Wschodni
T20240807-000,2024-08-07,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Zachodni
T20240508-000,2024-05-08,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Centralny
T20241217-001,2024-12-17,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Południowy
T20240107-000,2024-01-07,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Zachodni
T20240313-001,2024-03-13,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Wschodni
T20240823-000,2024-08-23,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Wschodni
T20240601-001,2024-06-01,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Centralny
T20240211-002,2024-02-11,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Centralny
T20241101-000,2024-11-01,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Wschodni
T20240525-002,2024-05-25,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Zachodni
T20240224-000,2024-02-24,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Centralny
T20240131-000,2024-01-31,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Centralny
T20241120-001,2024-11-20,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Wschodni
T20241010-001,2024-10-10,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Centralny
T20240409-000,2024-04-09,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Północny
T20240919-000,2024-09-19,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Centralny
T20240920-002,2024-09-20,Elektronika,Smartfon Galaxy X20,2228.0,4,8912.0,40.0,8952.0,Północny
T20241001-001,2024-10-01,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Południowy
T20240306-001,2024-03-06,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Wschodni
T20240528-000,2024-05-28,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Północny
T20240612-000,2024-06-12,Elektronika,Smartfon Galaxy X20,2228.0,3,6684.0,40.0,6724.0,Zachodni
T20240517-000,2024-05-17,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Wschodni
T20240308-000,2024-03-08,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Południowy
T20240920-003,2024-09-20,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Centralny
T20240509-001,2024-05-09,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
T20240212-000,2024-02-12,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Północny
T20241014-001,2024-10-14,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Centralny
T20241125-002,2024-11-25,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Północny
T20240716-001,2024-07-16,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,3,540.3,12.0,552.3,Południowy
T20240415-001,2024-04-15,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Centralny
T20241018-002,2024-10-18,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Zachodni
T20240807-001,2024-08-07,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Północny
T20240319-000,2024-03-19,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Centralny
T20241015-001,2024-10-15,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Północny
T20240326-000,2024-03-26,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Centralny
T20240713-001,2024-07-13,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Centralny
T20240825-000,2024-08-25,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,4,4545.6,40.0,4585.6,Północny
T20240119-000,2024-01-19,Elektronika,Tablet MediaPad 10,1392.0,5,6960.0,40.0,7000.0,Centralny
T20240910-003,2024-09-10,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Centralny
T20240226-001,2024-02-26,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Zachodni
T20240112-001,2024-01-12,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Południowy
T20241226-001,2024-12-26,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Wschodni
T20240113-001,2024-01-13,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Południowy
T20240721-000,2024-07-21,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Północny
T20240215-000,2024-02-15,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Centralny
T20241008-001,2024-10-08,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,3,1371.6,20.0,1391.6,Zachodni
T20240821-000,2024-08-21,Dom i ogród,Lampa stojąca Modern,237.8,4,951.2,20.0,971.2,Wschodni
T20240608-003,2024-06-08,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Zachodni
T20240528-001,2024-05-28,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Północny
T20240226-002,2024-02-26,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Północny
T20240428-001,2024-04-28,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Południowy
T20240218-001,2024-02-18,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Południowy
T20241108-000,2024-11-08,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Centralny
T20240519-000,2024-05-19,Artykuły sportowe,Kijki trekkingowe Hike,130.8,3,392.4,12.0,404.4,Zachodni
T20241127-001,2024-11-27,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Centralny
T20240114-000,2024-01-14,Zabawki,Auto zdalnie sterowane RacerX,218.4,2,436.8,20.0,456.8,Wschodni
T20240103-002,2024-01-03,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Centralny
T20240404-001,2024-04-04,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Zachodni
T20240818-001,2024-08-18,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Wschodni
T20240422-000,2024-04-22,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240607-000,2024-06-07,Książki,Powieść 'Tajemnica Gór',41.75,3,125.25,8.0,133.25,Wschodni
T20241119-000,2024-11-19,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Centralny
T20240312-001,2024-03-12,Elektronika,Smartfon Galaxy X20,2228.0,4,8912.0,40.0,8952.0,Północny
T20241001-002,2024-10-01,Odzież,Sukienka letnia Sunshine,160.2,2,320.4,12.0,332.4,Południowy
T20240315-001,2024-03-15,Książki,Powieść 'Tajemnica Gór',41.75,5,208.75,8.0,216.75,Wschodni
T20240702-002,2024-07-02,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Centralny
T20240405-000,2024-04-05,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Wschodni
T20240117-000,2024-01-17,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Północny
T20240413-002,2024-04-13,Artykuły sportowe,Mata do jogi Comfort,87.4,3,262.2,12.0,274.2,Centralny
T20240403-001,2024-04-03,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240623-000,2024-06-23,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Centralny
T20240608-004,2024-06-08,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Centralny
T20241004-002,2024-10-04,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Wschodni
T20240423-001,2024-04-23,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,3,3409.2,40.0,3449.2,Centralny
T20240717-001,2024-07-17,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Centralny
T20240329-000,2024-03-29,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Północny
T20240523-002,2024-05-23,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Północny
T20241108-001,2024-11-08,Dom i ogród,Lampa stojąca Modern,237.8,3,713.4,20.0,733.4,Wschodni
T20241026-000,2024-10-26,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Zachodni
T20240521-000,2024-05-21,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20240812-001,2024-08-12,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Zachodni
T20241106-001,2024-11-06,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Północny
T20240808-001,2024-08-08,Dom i ogród,Lampa stojąca Modern,237.8,3,713.4,20.0,733.4,Zachodni
T20240907-001,2024-09-07,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
T20240115-000,2024-01-15,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240426-001,2024-04-26,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Północny
T20240827-001,2024-08-27,Odzież,Sukienka letnia Sunshine,160.2,2,320.4,12.0,332.4,Południowy
T20241013-001,2024-10-13,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Centralny
T20241109-001,2024-11-09,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Południowy
T20240426-002,2024-04-26,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Północny
T20240829-000,2024-08-29,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Północny
T20240301-001,2024-03-01,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Wschodni
T20241030-000,2024-10-30,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Zachodni
T20240105-001,2024-01-05,Odzież,Spodnie jeansowe ClassicBlue,172.2,5,861.0,12.0,873.0,Zachodni
T20240716-002,2024-07-16,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Północny
T20240514-001,2024-05-14,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Północny
T20240704-001,2024-07-04,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Zachodni
T20240511-002,2024-05-11,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Południowy
T20240622-003,2024-06-22,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Wschodni
T20240921-003,2024-09-21,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Południowy
T20241102-001,2024-11-02,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240210-000,2024-02-10,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Północny
T20240122-000,2024-01-22,Odzież,Buty sportowe RunFast,284.0,2,568.0,20.0,588.0,Południowy
T20240223-000,2024-02-23,Artykuły sportowe,Mata do jogi Comfort,87.4,3,262.2,12.0,274.2,Centralny
T20240619-001,2024-06-19,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Zachodni
T20240726-002,2024-07-26,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Północny
T20241004-003,2024-10-04,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Południowy
T20240302-001,2024-03-02,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Północny
T20240614-000,2024-06-14,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Zachodni
T20240611-003,2024-06-11,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Zachodni
T20241128-002,2024-11-28,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240815-001,2024-08-15,Zabawki,Lalka interaktywna TalkingFriend,153.6,3,460.8,12.0,472.8,Południowy
T20241231-002,2024-12-31,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Centralny
T20240312-002,2024-03-12,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Wschodni
T20240330-000,2024-03-30,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Północny
T20240206-000,2024-02-06,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Zachodni
T20241227-001,2024-12-27,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Wschodni
T20241129-001,2024-11-29,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Południowy
T20240628-001,2024-06-28,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Wschodni
T20241213-003,2024-12-13,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Północny
T20240206-001,2024-02-06,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Północny
T20240703-000,2024-07-03,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Centralny
T20240520-001,2024-05-20,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Centralny
T20241115-001,2024-11-15,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20240606-000,2024-06-06,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240812-002,2024-08-12,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Północny
T20240128-002,2024-01-28,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Zachodni
T20240608-005,2024-06-08,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Centralny
T20240616-000,2024-06-16,Zabawki,Lalka interaktywna TalkingFriend,153.6,3,460.8,12.0,472.8,Centralny
T20240104-001,2024-01-04,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Północny
T20240926-000,2024-09-26,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Zachodni
T20240717-002,2024-07-17,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Wschodni
T20240412-001,2024-04-12,Odzież,Buty sportowe RunFast,284.0,2,568.0,20.0,588.0,Centralny
T20241005-002,2024-10-05,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Centralny
T20240709-001,2024-07-09,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Północny
T20240808-002,2024-08-08,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Centralny
T20240409-001,2024-04-09,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Południowy
T20240308-001,2024-03-08,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Wschodni
T20240801-000,2024-08-01,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20241124-004,2024-11-24,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Południowy
T20240427-002,2024-04-27,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Centralny
T20240529-002,2024-05-29,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Zachodni
T20240214-000,2024-02-14,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Południowy
T20240115-001,2024-01-15,Dom i ogród,Lampa stojąca Modern,237.8,3,713.4,20.0,733.4,Centralny
T20241130-001,2024-11-30,Odzież,Kurtka zimowa męska Alpine,378.4,3,1135.2,20.0,1155.2,Zachodni
T20241028-000,2024-10-28,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Południowy
T20240423-002,2024-04-23,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Wschodni
T20240220-000,2024-02-20,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Południowy
T20240705-001,2024-07-05,Elektronika,Laptop ProBook Air,4036.5,3,12109.5,40.0,12149.5,Zachodni
T20240518-000,2024-05-18,Odzież,T-shirt BasicColor,70.75,5,353.75,12.0,365.75,Centralny
T20240421-000,2024-04-21,Książki,Poradnik 'Skuteczny Excel',63.02,3,189.06,8.0,197.06,Południowy
T20241230-000,2024-12-30,Elektronika,Laptop ProBook Air,4036.5,2,8073.0,40.0,8113.0,Centralny
T20240811-000,2024-08-11,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Centralny
T20240831-002,2024-08-31,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Centralny
T20240404-002,2024-04-04,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240322-001,2024-03-22,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Południowy
T20240912-000,2024-09-12,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Północny
T20240128-003,2024-01-28,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20241109-002,2024-11-09,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Wschodni
T20240628-002,2024-06-28,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Zachodni
T20240614-001,2024-06-14,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Zachodni
T20240313-002,2024-03-13,Zabawki,Puzzle 1000el. WorldMap,72.3,2,144.6,12.0,156.6,Południowy
T20240712-001,2024-07-12,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Zachodni
T20241213-004,2024-12-13,Zabawki,Lalka interaktywna TalkingFriend,153.6,5,768.0,12.0,780.0,Północny
T20241215-001,2024-12-15,Zabawki,Gra planszowa FamilyFun,128.05,4,512.2,12.0,524.2,Południowy
T20241024-000,2024-10-24,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Zachodni
T20240822-000,2024-08-22,Artykuły sportowe,Mata do jogi Comfort,87.4,3,262.2,12.0,274.2,Północny
T20240219-002,2024-02-19,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Centralny
T20240618-001,2024-06-18,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
T20240104-002,2024-01-04,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Południowy
T20240528-002,2024-05-28,Zabawki,Gra planszowa FamilyFun,128.05,3,384.15,12.0,396.15,Północny
T20240917-000,2024-09-17,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Północny
T20240601-002,2024-06-01,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Północny
T20240229-001,2024-02-29,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Południowy
T20241216-000,2024-12-16,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Południowy
T20240207-001,2024-02-07,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240413-003,2024-04-13,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Zachodni
T20240221-001,2024-02-21,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Centralny
T20240124-002,2024-01-24,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
